@relation atp_matches_2018

@attribute surface {Hard,Clay,Grass}
@attribute winner {Player1,Player2}
@attribute winner_hand {R,L,U}
@attribute winner_ioc {USA,UZB,AUS,GER,UKR,ARG,KOR,GBR,BUL,CRO,RUS,ESP,ITA,BIH,FRA,GRE,SLO,AUT,BRA,SRB,KAZ,HUN,CHI,NED,BLR,IND,RSA,CAN,URU,POR,CZE,SVK,LTU,LUX,NOR,TUN,CYP,BEL,JPN,SUI,ECU,NZL,CHN,COL,DOM,PAK,ISR,SWE,PER,EGY,ESA,EST,ALG,MAR,HKG,DEN,IRL,LIB,TPE,PHI,INA,MEX,ROU,POL,SRI,THA,FIN,ZIM,TUR,VEN,GUA,MDA,LAT}
@attribute winner_age numeric
@attribute loser_hand {R,L,U}
@attribute loser_ioc {ARG,AUS,BIH,USA,LUX,CAN,GER,KOR,UZB,UKR,GBR,BUL,ESP,ITA,ISR,QAT,AUT,SRB,CZE,DOM,TUN,RUS,FRA,SLO,CRO,GRE,BEL,ROU,MDA,IND,BRA,HUN,CHI,BLR,KAZ,NED,RSA,JPN,CHN,NZL,NOR,URU,POR,SVK,LTU,SWE,CYP,SUI,ECU,BAR,BOL,PER,ESA,EST,GEO,IRI,IRL,DEN,TPE,LIB,INA,PHI,PUR,POL,THA,SRI,FIN,TUR,ZIM,GUA,VEN,LAT,MEX,COL,PAK,EGY,HKG,MAR,ALG,MON}
@attribute loser_age numeric
@attribute w_ace numeric
@attribute w_SvGms numeric
@attribute l_ace numeric
@attribute l_SvGms numeric
@attribute winner_rank numeric
@attribute loser_rank numeric

@data
Clay,Player1,L,SVK,28.74,R,BIH,25.88,3,11,1,10,130,32
Clay,Player1,R,BIH,26.74,R,SVK,25.42,9,15,4,14,95,138
Hard,Player1,L,BRA,23.85,R,COL,30.36,4,8,6,7,125,290
Hard,Player1,U,COL,21.8,R,BRA,25.26,8,12,4,12,257,234
Hard,Player1,U,COL,21.8,L,BRA,23.85,2,9,1,9,257,125
Hard,Player1,R,COL,29.16,R,BRA,24.47,?,?,?,?,305,359
Clay,Player1,L,CZE,24.74,U,ISR,21.05,7,7,0,6,65,276
Clay,Player1,R,CZE,23.49,R,ISR,33,4,13,1,12,208,98
Clay,Player1,L,ISR,18.25,R,CZE,23.88,7,11,1,10,570,233
Hard,Player1,R,CHN,18.48,R,IND,23.41,3,11,9,11,332,132
Hard,Player1,R,CHN,27.76,R,IND,20.64,4,9,0,8,247,213
Hard,Player1,R,IND,23.41,R,CHN,26.56,11,11,1,10,132,248
Hard,Player1,L,IND,28.4,R,CHN,18.48,7,9,2,9,263,332
Grass,Player1,R,UZB,31.58,R,PAK,38.05,3,9,7,8,83,?
Grass,Player1,R,PAK,38.18,U,UZB,23.69,14,16,19,16,1770,378
Grass,Player1,R,UZB,31.58,R,PAK,38.18,6,8,0,8,83,1770
Grass,Player1,U,UZB,19.44,R,PAK,18.4,8,8,4,8,906,1770
Hard,Player1,R,POR,29.02,R,SWE,19.57,5,10,4,10,70,355
Hard,Player1,R,SWE,21.99,R,POR,27.36,4,11,4,11,133,106
Hard,Player1,R,POR,29.02,R,SWE,21.99,1,10,9,10,70,133
Hard,Player1,R,SWE,19.57,R,POR,27.36,5,10,1,9,355,106
Clay,Player1,R,GER,20.96,R,ESP,36.01,4,13,0,13,4,33
Clay,Player1,L,ESP,31.84,R,GER,34.47,3,13,1,12,1,34
Clay,Player1,L,ESP,31.84,R,GER,20.96,0,14,5,13,1,4
Clay,Player1,R,ESP,36.01,R,GER,34.47,0,28,7,27,33,34
Clay,Player1,R,FRA,24.11,R,ITA,34.12,8,22,7,21,11,62
Clay,Player1,R,ITA,30.87,R,FRA,31.15,4,19,7,18,20,80
Clay,Player1,R,FRA,24.11,R,ITA,30.87,7,18,1,18,11,20
Clay,Player1,R,CRO,29.52,R,KAZ,21.45,10,12,0,11,3,258
Clay,Player1,R,KAZ,30.28,R,CRO,21.39,6,20,2,19,92,28
Clay,Player1,R,CRO,29.52,R,KAZ,30.28,9,11,1,10,3,92
Hard,Player1,R,USA,32.94,R,BEL,24.96,43,22,14,21,9,319
Hard,Player1,R,USA,30.5,L,BEL,30.23,21,16,9,15,14,110
Hard,Player1,R,USA,25.91,L,BEL,30.23,1,10,5,9,54,110
Hard,Player1,R,EGY,27,R,DEN,34.61,0,15,5,15,313,549
Hard,Player1,U,EGY,19.84,R,DEN,28.74,5,10,4,10,311,?
Hard,Player1,U,DEN,14.94,U,EGY,19.84,5,10,0,10,?,311
Hard,Player1,R,FIN,28.84,R,LTU,26.65,11,13,10,12,453,251
Hard,Player1,R,LTU,27.79,R,FIN,19.01,6,15,9,14,84,592
Hard,Player1,R,LTU,27.79,R,FIN,28.84,7,9,7,8,84,453
Hard,Player1,R,FIN,19.01,R,LTU,26.65,1,10,4,10,592,251
Hard,Player1,U,GER,23.17,U,HKG,19.6,1,9,0,8,439,1164
Hard,Player1,?,LIB,19.63,R,HKG,22.44,12,14,4,13,981,978
Hard,Player1,U,GER,23.17,R,HKG,22.44,0,11,0,10,439,978
Hard,Player1,U,MEX,22.9,R,PER,22.5,3,11,5,11,1027,411
Hard,Player1,R,PER,21.83,R,MEX,24.5,5,14,4,14,842,807
Hard,Player1,R,MEX,24.5,R,PER,22.5,9,15,6,15,807,411
Hard,Player1,R,POL,22.23,R,ZIM,27.58,1,8,2,8,226,490
Hard,Player1,R,ZIM,25.09,R,POL,34.14,6,12,11,12,472,1139
Hard,Player1,R,POL,22.23,R,ZIM,25.09,5,9,2,8,226,472
Hard,Player1,U,POL,18.24,R,ZIM,19.94,1,10,0,9,1334,1322
Hard,Player1,R,ROU,27.47,U,MAR,20.57,7,7,0,6,82,718
Hard,Player1,R,ROU,33.2,R,ALG,33.29,1,9,3,9,535,571
Hard,Player1,R,ROU,25.81,R,MAR,17.12,1,8,0,8,419,1533
Hard,Player1,U,ROU,18.7,R,MAR,17.66,0,7,0,7,1167,?
Clay,Player1,R,PHI,25.03,R,THA,21.39,3,8,1,8,1485,1411
Clay,Player1,R,THA,23,U,PHI,18.78,14,10,1,9,433,?
Clay,Player1,R,THA,23,R,PHI,25.03,11,15,6,14,433,1485
Clay,Player1,U,THA,18.34,U,PHI,18.78,2,10,0,9,1378,?
Clay,Player1,R,URU,32.26,L,VEN,26.03,9,11,3,11,41,870
Clay,Player1,R,VEN,24.94,R,URU,26.23,1,14,6,13,834,284
Clay,Player1,R,URU,32.26,R,VEN,24.94,2,8,0,7,41,834
Clay,Player1,U,URU,15.98,U,VEN,18.23,1,11,6,10,?,?
Clay,Player1,L,ARG,27.9,R,USA,20.18,3,9,2,8,63,184
Clay,Player1,R,ARG,25.65,L,USA,28.71,0,8,1,9,87,130
Clay,Player1,R,USA,26.72,R,SLO,31.1,6,8,0,8,56,128
Clay,Player1,R,USA,24.72,R,AUS,23.97,5,7,5,7,108,99
Clay,Player1,R,CRO,39.11,R,JPN,25.2,7,11,8,11,88,111
Clay,Player1,R,USA,25.64,L,ESP,34.4,4,11,2,11,122,36
Clay,Player1,R,USA,25.92,R,SRB,18.61,11,10,3,9,54,187
Clay,Player1,R,USA,20.45,R,USA,30.28,5,16,4,16,72,124
Clay,Player1,L,ARG,32.95,L,JPN,22.53,4,8,2,7,66,380
Clay,Player1,R,USA,28.29,R,USA,21.76,6,14,6,15,51,120
Clay,Player1,R,USA,20.22,R,USA,22.98,6,9,3,9,58,142
Clay,Player1,R,SUI,26.02,R,GER,33.33,3,9,1,10,143,152
Clay,Player1,L,ARG,27.9,R,USA,30.51,7,16,11,16,63,14
Clay,Player1,R,USA,26.72,R,ARG,25.65,13,10,2,10,56,87
Clay,Player1,R,AUS,22.95,R,USA,24.72,21,14,9,13,24,108
Clay,Player1,R,CRO,39.11,R,USA,25.64,14,12,2,12,88,122
Clay,Player1,R,USA,20.45,R,USA,25.92,3,12,8,12,72,54
Clay,Player1,R,USA,25.54,L,ARG,32.95,6,10,4,10,16,66
Clay,Player1,R,USA,28.29,R,USA,20.22,12,10,4,9,51,58
Clay,Player1,R,USA,32.95,R,SUI,26.02,13,9,5,9,9,143
Clay,Player1,R,USA,26.72,L,ARG,27.9,9,16,5,15,56,63
Clay,Player1,R,CRO,39.11,R,AUS,22.95,18,13,3,13,88,24
Clay,Player1,R,USA,20.45,R,USA,25.54,14,14,2,14,72,16
Clay,Player1,R,USA,28.29,R,USA,32.95,7,17,28,17,51,9
Clay,Player1,R,USA,26.72,R,CRO,39.11,5,12,10,12,56,88
Clay,Player1,R,USA,28.29,R,USA,20.45,8,16,5,16,51,72
Clay,Player1,R,USA,28.29,R,USA,26.72,5,15,6,15,51,56
Clay,Player1,R,GBR,23.25,L,CZE,24.75,1,2,0,3,26,65
Clay,Player1,R,MDA,28.41,R,ITA,34.13,0,11,2,11,93,62
Clay,Player1,R,TUN,34.22,R,HUN,26.17,1,12,2,13,91,61
Clay,Player1,L,GER,30.63,R,ITA,36.31,5,10,1,9,55,57
Clay,Player1,R,FRA,31.81,R,ITA,28.87,6,9,0,10,38,102
Clay,Player1,R,ESP,34.85,R,FRA,23.2,3,8,3,8,67,135
Clay,Player1,R,ESP,25.05,L,GER,22.82,3,8,1,8,78,73
Clay,Player1,R,FRA,33.28,R,FRA,28.92,0,16,4,16,71,47
Clay,Player1,R,BIH,26.74,R,NED,31.01,9,16,1,16,94,44
Clay,Player1,R,POR,29.03,R,ESP,20.95,2,12,0,12,70,228
Clay,Player1,R,RUS,26.12,U,ITA,21.99,2,11,4,11,86,104
Clay,Player1,R,ALG,33.3,R,GER,34.48,2,13,2,13,617,34
Clay,Player1,L,ITA,30.28,R,UKR,29.42,0,9,3,8,221,52
Clay,Player1,R,ESP,32.21,R,BLR,24.12,1,10,5,11,355,123
Clay,Player1,U,RUS,25.45,R,GER,27.96,1,13,11,13,160,60
Clay,Player1,L,ESP,30.23,U,MAR,20.57,3,7,1,8,23,727
Clay,Player1,R,GBR,23.25,R,MDA,28.41,3,9,1,9,26,93
Clay,Player1,R,TUN,34.22,L,GER,30.63,2,9,3,9,91,55
Clay,Player1,R,FRA,31.81,R,ESP,34.85,2,9,2,9,38,67
Clay,Player1,R,FRA,33.28,R,ESP,25.05,3,10,1,9,71,78
Clay,Player1,R,POR,29.03,R,BIH,26.74,3,14,6,14,70,94
Clay,Player1,R,RUS,26.12,R,ALG,33.3,3,17,3,16,86,617
Clay,Player1,R,ESP,32.21,L,ITA,30.28,1,7,1,7,355,221
Clay,Player1,U,RUS,25.45,L,ESP,30.23,0,10,2,10,160,23
Clay,Player1,R,GBR,23.25,R,TUN,34.22,4,8,1,7,26,91
Clay,Player1,R,FRA,31.81,R,FRA,33.28,3,10,0,10,38,71
Clay,Player1,R,POR,29.03,R,RUS,26.12,6,13,1,12,70,86
Clay,Player1,R,ESP,32.21,U,RUS,25.45,0,16,3,15,355,160
Clay,Player1,R,GBR,23.25,R,FRA,31.81,11,10,3,9,26,38
Clay,Player1,R,ESP,32.21,R,POR,29.03,1,10,2,10,355,70
Clay,Player1,R,ESP,32.21,R,GBR,23.25,0,8,1,8,355,26
Clay,Player1,L,ESP,34.42,R,URU,32.29,4,15,5,16,37,41
Clay,Player1,R,ITA,25.54,R,BIH,25.91,1,9,0,8,100,31
Clay,Player1,R,CAN,27.3,R,MON,21.64,22,13,2,13,22,365
Clay,Player1,R,JPN,28.3,R,CZE,32.58,3,12,1,13,36,18
Clay,Player1,R,RUS,22.18,R,HUN,26.18,2,16,1,16,49,59
Clay,Player1,R,ITA,34.15,R,GBR,23.27,7,15,8,14,62,23
Clay,Player1,L,LUX,34.94,R,GER,34.53,10,11,4,11,28,74
Clay,Player1,R,GER,27.98,R,JPN,29.57,5,8,3,9,61,43
Clay,Player1,R,ITA,30.9,R,BLR,24.14,1,11,5,11,20,122
Clay,Player1,R,ARG,25.66,L,ARG,27.92,1,11,3,12,15,60
Clay,Player1,R,FRA,31.83,R,FRA,31.17,2,11,4,11,34,84
Clay,Player1,L,GER,30.65,R,CAN,17.69,5,14,3,13,55,175
Clay,Player1,R,GRE,19.68,L,CAN,19,2,10,2,9,71,45
Clay,Player1,L,ESP,36.57,R,FRA,28.94,6,17,11,17,30,48
Clay,Player1,R,ESP,30,R,GER,28.75,1,10,3,9,16,50
Clay,Player1,L,ESP,30.25,R,USA,21.52,5,9,4,9,24,51
Clay,Player1,R,GER,34.5,R,USA,26.74,4,8,0,8,40,47
Clay,Player1,R,FRA,27.08,R,ITA,36.33,8,11,3,11,82,63
Clay,Player1,R,RUS,20.49,R,NED,31.03,2,16,9,16,33,44
Clay,Player1,R,CRO,21.42,R,FRA,36.32,8,9,1,8,39,57
Clay,Player1,R,SRB,30.9,R,SRB,27.79,1,7,0,6,13,93
Clay,Player1,R,FRA,33.3,L,FRA,29.8,2,14,1,13,69,26
Clay,Player1,R,RUS,21.9,R,AUS,22.02,5,11,3,11,38,150
Clay,Player1,R,SLO,28.74,R,BIH,26.76,6,11,1,11,58,92
Clay,Player1,R,CRO,29.55,L,ESP,34.42,7,11,1,10,3,37
Clay,Player1,R,CAN,27.3,R,ITA,25.54,16,10,3,10,22,100
Clay,Player1,R,JPN,28.3,R,RUS,22.18,1,10,1,10,36,49
Clay,Player1,R,ITA,34.15,R,ESP,34.87,4,15,3,16,62,68
Clay,Player1,R,GER,20.99,L,LUX,34.94,4,13,6,14,4,28
Clay,Player1,R,GER,27.98,R,ITA,30.9,4,9,2,9,61,20
Clay,Player1,R,FRA,31.83,R,ARG,25.66,2,8,1,7,34,15
Clay,Player1,L,GER,30.65,R,FRA,24.14,1,14,2,13,55,11
Clay,Player1,R,BEL,27.36,R,GRE,19.68,6,12,7,12,10,71
Clay,Player1,R,ESP,30,L,ESP,36.57,3,11,7,10,16,30
Clay,Player1,R,GER,34.5,L,ESP,30.25,5,9,0,9,40,24
Clay,Player1,R,BUL,26.92,R,FRA,27.08,2,14,1,13,5,82
Clay,Player1,R,AUT,24.62,R,RUS,20.49,5,18,2,18,7,33
Clay,Player1,R,SRB,30.9,R,CRO,21.42,5,12,1,12,13,39
Clay,Player1,R,RUS,21.9,R,FRA,33.3,4,8,1,8,38,69
Clay,Player1,L,ESP,31.87,R,SLO,28.74,0,8,2,8,1,58
Clay,Player1,R,CRO,29.55,R,CAN,27.3,?,?,?,?,3,22
Clay,Player1,R,JPN,28.3,R,ITA,34.15,1,12,3,11,36,62
Clay,Player1,R,GER,20.99,R,GER,27.98,5,15,2,15,4,61
Clay,Player1,R,FRA,31.83,L,GER,30.65,3,10,3,10,34,55
Clay,Player1,R,BEL,27.36,R,ESP,30,2,11,1,11,10,16
Clay,Player1,R,BUL,26.92,R,GER,34.5,5,15,3,14,5,40
Clay,Player1,R,AUT,24.62,R,SRB,30.9,9,14,3,15,7,13
Clay,Player1,L,ESP,31.87,R,RUS,21.9,3,9,1,8,1,38
Clay,Player1,R,JPN,28.3,R,CRO,29.55,5,16,12,15,36,3
Clay,Player1,R,GER,20.99,R,FRA,31.83,5,15,1,15,4,34
Clay,Player1,R,BUL,26.92,R,BEL,27.36,6,11,1,11,5,10
Clay,Player1,L,ESP,31.87,R,AUT,24.62,0,7,4,7,1,7
Clay,Player1,R,JPN,28.3,R,GER,20.99,1,14,6,14,36,4
Clay,Player1,L,ESP,31.87,R,BUL,26.92,0,9,2,8,1,5
Clay,Player1,L,ESP,31.87,R,JPN,28.3,1,9,1,8,1,36
Clay,Player1,R,FRA,33.32,R,BLR,24.16,0,8,2,9,70,117
Clay,Player1,R,TUN,34.26,R,USA,26.75,2,10,7,10,88,49
Clay,Player1,R,URU,32.31,U,ESP,25.24,3,8,0,8,46,207
Clay,Player1,R,FRA,28.96,R,CHI,22.53,10,17,2,17,47,64
Clay,Player1,U,ESP,20.97,R,POR,29.07,2,15,4,16,174,67
Clay,Player1,L,ARG,27.93,R,GER,28.77,9,10,7,10,60,50
Clay,Player1,R,BRA,34.22,R,USA,21.54,2,8,1,8,125,51
Clay,Player1,R,GRE,19.7,L,FRA,19.01,2,9,0,8,63,137
Clay,Player1,R,CRO,39.15,R,ESP,35.98,29,17,4,17,75,211
Clay,Player1,R,USA,24.76,U,RUS,25.49,11,17,1,16,106,138
Clay,Player1,R,ARG,30.94,L,GER,30.67,5,8,1,7,45,52
Clay,Player1,R,ESP,32.03,R,KAZ,30.32,5,8,0,8,129,95
Clay,Player1,L,SVK,28.78,L,ARG,27.55,3,16,2,15,140,76
Clay,Player1,R,SRB,27.81,R,ESP,20.99,7,16,2,15,91,226
Clay,Player1,R,ESP,34.89,R,JPN,29.59,7,12,3,12,69,42
Clay,Player1,R,ESP,25.08,R,AUT,31.09,0,9,2,9,77,420
Clay,Player1,R,BUL,26.94,R,FRA,33.32,3,8,1,7,5,70
Clay,Player1,R,TUN,34.26,R,USA,21.8,4,9,3,10,88,149
Clay,Player1,L,FRA,29.82,R,URU,32.31,2,11,4,11,27,46
Clay,Player1,R,ESP,26.78,R,FRA,28.96,2,9,6,9,11,47
Clay,Player1,R,AUT,24.64,U,ESP,20.97,9,10,0,9,7,174
Clay,Player1,R,SVK,25.46,L,ARG,27.93,1,9,3,9,146,60
Clay,Player1,L,ESP,30.26,R,BRA,34.22,4,14,1,14,40,125
Clay,Player1,R,GRE,19.7,R,ARG,25.68,4,8,0,7,63,17
Clay,Player1,R,ESP,30.02,R,CRO,39.15,1,15,15,15,15,75
Clay,Player1,R,ESP,32.25,R,USA,24.76,1,10,6,9,153,106
Clay,Player1,R,RUS,21.92,R,ARG,30.94,2,9,3,10,37,45
Clay,Player1,R,BEL,27.38,R,ESP,32.03,1,15,6,15,10,129
Clay,Player1,L,SVK,28.78,R,SRB,30.92,4,12,5,12,140,12
Clay,Player1,L,ESP,36.59,R,SRB,27.81,13,14,3,14,30,91
Clay,Player1,R,ESP,34.89,R,JPN,28.31,1,4,2,5,69,22
Clay,Player1,L,ESP,31.89,R,ESP,25.08,1,10,2,10,1,77
Clay,Player1,R,BUL,26.94,R,TUN,34.26,7,17,2,16,5,88
Clay,Player1,R,ESP,26.78,L,FRA,29.82,3,15,4,15,11,27
Clay,Player1,R,AUT,24.64,R,SVK,25.46,4,10,1,10,7,146
Clay,Player1,R,GRE,19.7,L,ESP,30.26,5,11,2,11,63,40
Clay,Player1,R,ESP,30.02,R,ESP,32.25,1,9,0,8,15,153
Clay,Player1,R,BEL,27.38,R,RUS,21.92,7,13,5,13,10,37
Clay,Player1,L,SVK,28.78,L,ESP,36.59,5,9,1,8,140,30
Clay,Player1,L,ESP,31.89,R,ESP,34.89,0,8,1,8,1,69
Clay,Player1,R,ESP,26.78,R,BUL,26.94,0,10,2,11,11,5
Clay,Player1,R,GRE,19.7,R,AUT,24.64,2,9,0,8,63,7
Clay,Player1,R,BEL,27.38,R,ESP,30.02,3,14,0,14,10,15
Clay,Player1,L,ESP,31.89,L,SVK,28.78,2,9,2,9,1,140
Clay,Player1,R,GRE,19.7,R,ESP,26.78,5,11,0,10,63,11
Clay,Player1,L,ESP,31.89,R,BEL,27.38,2,8,1,8,1,10
Clay,Player1,L,ESP,31.89,R,GRE,19.7,0,7,3,8,1,63
Clay,Player1,R,ITA,25.56,R,BIH,26.78,4,10,2,9,92,89
Clay,Player1,R,RUS,20.85,R,UZB,31.62,8,18,8,18,143,87
Clay,Player1,R,GER,27.99,R,EST,30.07,10,15,9,15,61,133
Clay,Player1,R,RUS,26.16,R,ITA,36.35,5,9,3,9,79,66
Clay,Player1,R,RUS,35.83,U,HUN,18.53,3,9,4,9,100,453
Clay,Player1,R,ITA,34.17,R,ITA,28.91,4,16,1,15,55,99
Clay,Player1,R,SLO,28.76,R,ROU,27.52,3,17,10,16,57,84
Clay,Player1,U,ITA,22.03,R,HUN,29.57,7,15,5,16,104,163
Clay,Player1,R,ITA,22.95,R,POL,21.19,9,17,3,17,159,182
Clay,Player1,U,GER,28.48,R,HUN,26.2,0,14,3,13,134,59
Clay,Player1,L,GER,22.86,R,SRB,32.2,4,15,5,14,74,71
Clay,Player1,R,AUS,28.86,R,MDA,28.45,3,11,0,11,94,97
Clay,Player1,R,ITA,25.56,R,BIH,25.92,2,8,1,8,92,32
Clay,Player1,R,GER,27.99,R,RUS,20.85,6,9,2,8,61,143
Clay,Player1,R,RUS,26.16,L,CAN,19.02,2,9,3,9,79,43
Clay,Player1,R,ITA,34.17,R,RUS,35.83,3,8,0,7,55,100
Clay,Player1,R,SLO,28.76,U,ITA,22.03,8,16,5,16,57,104
Clay,Player1,R,ITA,22.95,R,FRA,31.85,7,11,0,11,159,29
Clay,Player1,U,GER,28.48,L,GER,22.86,1,8,1,8,134,74
Clay,Player1,R,AUS,28.86,R,FRA,24.16,1,10,1,9,94,14
Clay,Player1,R,ITA,25.56,R,GER,27.99,12,15,14,15,92,61
Clay,Player1,R,ITA,34.17,R,RUS,26.16,10,11,3,11,55,79
Clay,Player1,R,SLO,28.76,R,ITA,22.95,1,13,2,12,57,159
Clay,Player1,R,AUS,28.86,U,GER,28.48,3,13,1,12,94,134
Clay,Player1,R,ITA,25.56,R,ITA,34.17,8,17,4,16,92,55
Clay,Player1,R,AUS,28.86,R,SLO,28.76,3,16,7,16,94,57
Clay,Player1,R,ITA,25.56,R,AUS,28.86,2,11,2,11,92,94
Clay,Player1,R,ARG,25.7,R,USA,30.33,2,8,2,8,93,123
Clay,Player1,U,ESP,25.26,L,POR,23.12,3,11,2,11,206,263
Clay,Player1,R,CHI,22.55,R,ARG,30.96,3,15,8,16,65,45
Clay,Player1,R,USA,20.27,R,USA,26.77,2,16,9,17,64,51
Clay,Player1,R,ITA,32.56,R,POR,24.57,0,9,3,8,153,207
Clay,Player1,L,ARG,27.57,L,ESP,30.28,2,9,0,9,79,41
Clay,Player1,R,POR,29.08,R,RUS,22.21,2,12,2,12,68,50
Clay,Player1,R,POR,29.92,R,FRA,33.34,1,16,1,15,143,70
Clay,Player1,R,AUS,19.2,R,POR,27.43,0,8,0,8,111,108
Clay,Player1,L,GBR,22.69,R,NED,31.07,4,14,2,14,103,43
Clay,Player1,R,ESP,25.1,R,USA,24.78,1,11,3,10,77,105
Clay,Player1,R,GRE,19.72,R,ESP,32.27,4,10,2,11,44,132
Clay,Player1,R,ESP,26.8,R,ARG,25.7,1,10,1,9,11,93
Clay,Player1,R,CHI,22.55,U,ESP,25.26,5,11,0,10,65,206
Clay,Player1,R,USA,20.27,L,LUX,34.98,5,11,13,11,64,28
Clay,Player1,R,ITA,32.56,L,ARG,27.57,1,14,3,15,153,79
Clay,Player1,R,POR,29.08,R,POR,29.92,3,17,3,17,68,143
Clay,Player1,R,GBR,23.31,R,AUS,19.2,4,10,4,10,23,111
Clay,Player1,R,ESP,25.1,L,GBR,22.69,2,16,2,16,77,103
Clay,Player1,R,GRE,19.72,R,RSA,31.95,1,15,4,15,44,8
Clay,Player1,R,ESP,26.8,R,CHI,22.55,1,12,1,11,11,65
Clay,Player1,R,USA,20.27,R,ITA,32.56,8,10,3,10,64,153
Clay,Player1,R,POR,29.08,R,GBR,23.31,4,11,2,11,68,23
Clay,Player1,R,GRE,19.72,R,ESP,25.1,8,16,0,16,44,77
Clay,Player1,R,USA,20.27,R,ESP,26.8,3,8,2,9,64,11
Clay,Player1,R,POR,29.08,R,GRE,19.72,1,14,4,15,68,44
Clay,Player1,R,POR,29.08,R,USA,20.27,4,10,3,10,68,64
Clay,Player1,R,ITA,28.93,R,RUS,35.85,1,7,1,7,100,99
Clay,Player1,R,SRB,27.83,R,AUS,28.88,1,8,1,8,92,69
Clay,Player1,R,FRA,31.21,R,RUS,26.18,4,11,1,10,87,75
Clay,Player1,R,JPN,25.25,U,ITA,22.05,4,11,5,10,114,102
Clay,Player1,R,BRA,34.24,R,MDA,28.47,1,10,0,10,121,98
Clay,Player1,R,SRB,32.22,R,AUS,25.52,13,13,9,14,71,210
Clay,Player1,R,ITA,36.37,R,TUR,22.69,1,9,1,8,76,251
Clay,Player1,R,ARG,28.24,R,SWE,22.05,0,14,3,13,186,135
Clay,Player1,R,SRB,22.91,R,UZB,31.64,0,12,0,12,110,89
Clay,Player1,L,CZE,24.8,R,ESP,32.73,8,8,1,8,84,230
Clay,Player1,L,BRA,23.92,L,AUT,27.8,3,12,2,12,131,115
Clay,Player1,R,TUN,34.28,R,TUR,30.89,3,8,2,7,78,334
Clay,Player1,R,ITA,28.93,R,BIH,25.94,2,11,1,11,100,32
Clay,Player1,R,FRA,31.21,R,SRB,27.83,5,15,5,15,87,92
Clay,Player1,R,JPN,25.25,R,SLO,28.78,0,8,1,8,114,63
Clay,Player1,R,BRA,34.24,R,SRB,32.22,1,9,3,8,121,71
Clay,Player1,R,ITA,36.37,R,ARG,28.24,2,10,0,10,76,186
Clay,Player1,R,SRB,22.91,R,ITA,34.19,3,16,6,14,110,48
Clay,Player1,L,CZE,24.8,L,BRA,23.92,2,14,2,14,84,131
Clay,Player1,R,TUN,34.28,R,CRO,29.59,4,9,2,9,78,4
Clay,Player1,R,FRA,31.21,R,ITA,28.93,4,8,1,8,87,100
Clay,Player1,R,JPN,25.25,R,BRA,34.24,1,12,2,12,114,121
Clay,Player1,R,SRB,22.91,R,ITA,36.37,6,18,2,18,110,76
Clay,Player1,R,TUN,34.28,L,CZE,24.8,6,13,5,13,78,84
Clay,Player1,R,JPN,25.25,R,FRA,31.21,2,14,1,15,114,87
Clay,Player1,R,TUN,34.28,R,SRB,22.91,1,9,3,8,78,110
Clay,Player1,R,JPN,25.25,R,TUN,34.28,2,11,3,11,114,78
Clay,Player1,R,NOR,19.35,R,ROU,27.53,4,10,7,11,193,86
Clay,Player1,L,GER,30.69,R,AUT,31.11,3,9,1,10,54,422
Clay,Player1,R,GER,34.54,R,CRO,39.17,6,11,15,11,34,82
Clay,Player1,L,GER,22.87,R,GER,33.39,2,5,5,6,73,159
Clay,Player1,R,HUN,26.22,L,ARG,27.95,5,11,2,11,61,60
Clay,Player1,R,ITA,25.58,R,ITA,30.93,3,15,4,14,59,19
Clay,Player1,R,BIH,26.8,R,FRA,31.66,6,13,4,13,90,40
Clay,Player1,L,SVK,28.8,R,GER,34.57,1,14,5,14,122,72
Clay,Player1,R,GER,31.08,R,KAZ,30.34,10,15,4,15,163,96
Clay,Player1,U,GER,28.5,R,JPN,29.61,2,15,4,15,119,46
Clay,Player1,R,GER,28.01,R,GER,23.89,5,11,6,11,62,401
Clay,Player1,U,GER,26.46,R,CYP,32.87,6,9,5,9,118,80
Clay,Player1,R,ESP,30.04,R,NOR,19.35,1,10,5,9,14,193
Clay,Player1,R,GER,34.54,L,GER,30.69,5,8,2,8,34,54
Clay,Player1,L,GER,22.87,R,ARG,25.7,4,9,0,9,73,16
Clay,Player1,R,HUN,26.22,R,ITA,25.58,2,10,1,9,61,59
Clay,Player1,L,SVK,28.8,R,BIH,26.8,7,16,5,15,122,90
Clay,Player1,R,KOR,21.95,R,GER,31.08,5,7,4,7,22,163
Clay,Player1,R,GER,28.01,U,GER,28.5,12,14,3,13,62,119
Clay,Player1,R,GER,21.03,U,GER,26.46,8,15,3,15,3,118
Clay,Player1,R,GER,34.54,R,ESP,30.04,4,10,3,10,34,14
Clay,Player1,L,GER,22.87,R,HUN,26.22,0,10,2,9,73,61
Clay,Player1,R,KOR,21.95,L,SVK,28.8,2,9,4,10,22,122
Clay,Player1,R,GER,21.03,R,GER,28.01,7,9,5,8,3,62
Clay,Player1,R,GER,34.54,L,GER,22.87,1,9,2,9,34,73
Clay,Player1,R,GER,21.03,R,KOR,21.95,8,10,0,10,3,22
Clay,Player1,R,GER,21.03,R,GER,34.54,4,9,2,9,3,34
Clay,Player1,R,RUS,27.99,R,GRE,19.73,4,17,12,17,90,40
Clay,Player1,L,ESP,34.48,R,ITA,36.39,5,11,0,11,37,72
